X1	X2	cLine_ID	Aliases	RRID.CVCLE	MSI	Tissue	Subtissue	Histology	Subhistology	Gender	Age	Ethnicity	Grade_Stage	Source	COSMIC_ID	COSMIC_membership	ArrayID_CCLE	CCLE_membership	NCI60_membership	X	X.1	X.2	X.3	X.4	X.5	X.6	FID	sp	p	gender	id	cluster.infomap	cluster.walktrap	Q1	Q2	Q3	Q4	Q5	Q6	Q7
2152	-2.96541613147224	40.1369045151783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02026	KHV	EAS	male	HG02026	6	6	1e-05	0.001729	0.984603	1e-05	0.01348	0.000157	1e-05
2153	-4.22441750844	38.3731021672798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02028	KHV	EAS	female	HG02028	6	6	1e-05	1e-05	0.972656	1e-05	0.027294	1e-05	1e-05
2154	-5.51299803385829	28.8234053934771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02029	KHV	EAS	male	HG02029	8	8	1e-05	1e-05	0.909724	0.090226	1e-05	1e-05	1e-05
2155	-7.1562507959912	40.1201842091569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02031	KHV	EAS	female	HG02031	6	6	1e-05	1e-05	0.977231	0.013101	0.009628	1e-05	1e-05
2156	-5.07553559381687	29.7565572584966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02032	KHV	EAS	male	HG02032	8	8	1e-05	0.001767	0.939243	0.049808	0.009152	1e-05	1e-05
2157	-5.46936138215635	40.1541527161022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02035	KHV	EAS	male	HG02035	6	6	0.011663	0.001566	0.966519	0.002883	0.017348	1e-05	1e-05
2158	-5.23639047284014	39.4858589646531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02040	KHV	EAS	male	HG02040	6	6	1e-05	0.000321	0.975048	1e-05	0.024591	1e-05	1e-05
2159	-4.2276646013282	39.438494997622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02047	KHV	EAS	male	HG02047	6	6	1e-05	1e-05	0.965562	0.01035	0.01994	0.004119	1e-05
2160	-4.69538235325949	40.1461730985173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02048	KHV	EAS	female	HG02048	6	6	1e-05	1e-05	0.961046	1e-05	0.028695	0.010219	1e-05
2161	-6.37272963141345	39.4486856823665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02049	KHV	EAS	female	HG02049	6	6	1e-05	0.003432	0.974296	1e-05	0.016532	0.005711	1e-05
2162	-5.58626565497719	41.0193260594735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02050	KHV	EAS	male	HG02050	6	6	1e-05	1e-05	0.978522	1e-05	0.021428	1e-05	1e-05
2163	14.2013887650578	-27.3337548286002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02051	ACB	AFR	male	HG02051	18	13	0.007493	0.002674	0.00194	1e-05	1e-05	0.019486	0.968387
2164	13.9965916857401	-27.2582879416962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02052	ACB	AFR	female	HG02052	18	13	0.007457	0.00109	1e-05	1e-05	1e-05	0.021387	0.970036
2165	15.7785168686713	-25.3830345953218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02053	ACB	AFR	male	HG02053	18	4	1e-05	1e-05	0.00818	1e-05	1e-05	0.062977	0.928803
2166	19.2452635716915	-24.0128748540599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02054	ACB	AFR	female	HG02054	7	4	0.038524	1e-05	1e-05	1e-05	0.003854	0.088424	0.869168
2167	-6.58553400995716	40.1079527004057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02057	KHV	EAS	female	HG02057	6	6	1e-05	1e-05	0.964347	1e-05	0.035603	1e-05	1e-05
2168	-6.87444027514437	41.5343399839448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02058	KHV	EAS	male	HG02058	6	6	1e-05	0.003558	0.915077	0.018141	0.056338	1e-05	0.006866
2169	-6.84371294163095	40.6078370430297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02060	KHV	EAS	female	HG02060	6	6	1e-05	1e-05	0.985911	1e-05	0.014039	1e-05	1e-05
2170	-6.59165193039629	39.4846222952217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02061	KHV	EAS	male	HG02061	6	6	1e-05	1e-05	0.967533	1e-05	0.032417	1e-05	1e-05
2171	-5.51801381000821	39.4419691362611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02064	KHV	EAS	male	HG02064	6	6	1e-05	0.00521	0.980707	1e-05	0.014041	1.2e-05	1e-05
2172	-5.16165428342137	39.5658745447009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02067	KHV	EAS	male	HG02067	6	6	1e-05	1e-05	0.965741	0.001792	0.032427	1e-05	1e-05
2173	-5.84599879850279	41.3833926282623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02069	KHV	EAS	female	HG02069	6	6	1e-05	0.000244	0.94041	1e-05	0.058303	0.000323	0.000701
2174	-6.10177109302075	41.4959388705277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02070	KHV	EAS	male	HG02070	6	6	0.002772	1e-05	0.964281	1e-05	0.032907	1e-05	1e-05
2175	-5.86821350355702	38.5675265485446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02072	KHV	EAS	female	HG02072	6	6	1e-05	0.004767	0.959259	1e-05	0.035934	1e-05	1e-05
2176	-3.97914229138036	38.8643857160641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02073	KHV	EAS	male	HG02073	6	6	1e-05	1e-05	0.980913	1e-05	0.013185	0.005863	1e-05
2177	-5.12198600660467	38.9500002751084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02075	KHV	EAS	female	HG02075	6	6	1e-05	1e-05	0.961516	1e-05	0.033378	0.005066	1e-05
2178	-5.96694456253655	40.4055067339486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02076	KHV	EAS	male	HG02076	6	6	1e-05	0.003186	0.976414	1e-05	0.020356	1.4e-05	1e-05
2179	-4.69854719073983	40.944476512631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02078	KHV	EAS	female	HG02078	6	6	1e-05	1e-05	0.997594	1e-05	0.002356	1e-05	1e-05
2180	-5.99538155030522	38.8573862259648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02079	KHV	EAS	male	HG02079	6	6	1e-05	1e-05	0.972291	1e-05	0.02562	1e-05	0.002049
2181	-3.68891576245062	38.9477597528395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02081	KHV	EAS	female	HG02081	6	6	1e-05	1e-05	0.971088	1e-05	0.028862	1e-05	1e-05
2182	-5.13073296039244	29.7744892139976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02082	KHV	EAS	male	HG02082	8	8	1e-05	1e-05	0.908778	0.078103	0.012688	1e-05	0.000401
2183	-5.54319565778904	39.8735342891721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02084	KHV	EAS	female	HG02084	6	6	1e-05	0.004297	0.967454	1e-05	0.028209	1e-05	1e-05
2184	-6.1580667550171	39.2538755605737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02085	KHV	EAS	male	HG02085	6	6	0.000649	1e-05	0.964939	1e-05	0.034372	1e-05	1e-05
2185	-6.63695460831841	39.2055360176858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02086	KHV	EAS	female	HG02086	6	6	1e-05	0.005856	0.964768	1e-05	0.029336	1e-05	1e-05
2186	-4.98484731738968	39.4404833705937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02087	KHV	EAS	female	HG02087	6	6	1e-05	1.8e-05	0.963822	1e-05	0.036119	1e-05	1e-05
2187	-4.53719370210584	38.0720219091118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02088	KHV	EAS	male	HG02088	6	6	0.002204	1e-05	0.980298	1e-05	0.017458	1e-05	1e-05
2188	-15.3104021940677	-18.0568155492805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02089	PEL	AMR	female	HG02089	19	3	0.148185	0.702213	0.008289	1e-05	0.012504	0.125068	0.00373
2189	-13.7621673175905	-17.2370236383938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02090	PEL	AMR	male	HG02090	19	3	0.113279	0.614375	1e-05	1e-05	0.006407	0.140389	0.12553
2190	15.7155803393028	-25.8186850275756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02095	ACB	AFR	female	HG02095	18	4	0.003791	1e-05	0.013122	1e-05	0.000592	0.049611	0.932865
2191	-17.3032223686407	-20.1124363220052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02102	PEL	AMR	female	HG02102	22	3	0.032372	0.881946	1e-05	0.003368	1e-05	0.082285	1e-05
2192	-18.4539161758979	-20.8027394804722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02104	PEL	AMR	male	HG02104	22	3	0.010383	0.945992	0.000101	1e-05	1e-05	0.043495	1e-05
2193	-18.9013747641445	-20.9670226760163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02105	PEL	AMR	female	HG02105	22	3	1e-05	0.997723	1e-05	1e-05	1e-05	0.002227	1e-05
2194	14.3845725741275	-27.3296545106746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02107	ACB	AFR	male	HG02107	18	13	0.001469	1e-05	0.003988	1e-05	0.000598	0.036581	0.957343
2195	21.0075928574997	-22.7869873897325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02108	ACB	AFR	female	HG02108	7	4	0.038503	0.003726	1e-05	1e-05	0.011109	0.118966	0.827676
2196	15.3592968466845	-25.3474521032662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02111	ACB	AFR	female	HG02111	18	4	0.036353	1.6e-05	0.004102	1e-05	1e-05	0.033894	0.925616
2197	-4.89353197795196	39.2459083552142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02113	KHV	EAS	female	HG02113	6	6	1e-05	1e-05	0.967287	0.000564	0.03211	1e-05	1e-05
2198	-3.86166954188286	38.0057921302181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02116	KHV	EAS	male	HG02116	6	6	1e-05	1e-05	0.950485	0.0111	0.038375	1e-05	1e-05
2199	-4.10254971265775	41.3162561586439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02121	KHV	EAS	female	HG02121	6	6	0.004018	1e-05	0.971782	1e-05	0.02416	1e-05	1e-05
2200	-5.02721285154006	28.9027080068639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02122	KHV	EAS	male	HG02122	8	8	1e-05	0.002015	0.912012	0.067332	0.018611	1e-05	1e-05
2201	-5.1299156530187	41.2810169013074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02127	KHV	EAS	female	HG02127	6	6	1e-05	0.009528	0.979416	0.002607	0.008418	1e-05	1e-05
2202	-4.52349275917526	38.5871182828613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02128	KHV	EAS	male	HG02128	6	6	1e-05	0.002336	0.968063	1e-05	0.029561	1e-05	1e-05
2203	-5.37326022042731	40.2145895861831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02130	KHV	EAS	female	HG02130	6	6	1e-05	0.003918	0.961257	0.00218	0.032614	1e-05	1e-05
2204	-7.20660486642394	38.1867192216476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02131	KHV	EAS	male	HG02131	6	6	0.005225	0.006314	0.89202	1e-05	0.096411	1e-05	1e-05
2205	-6.62337544508762	41.3798412414819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02133	KHV	EAS	female	HG02133	6	6	1e-05	1e-05	0.971087	1e-05	0.028863	1e-05	1e-05
2206	-3.23404303210957	39.4327967404765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02134	KHV	EAS	male	HG02134	6	6	1e-05	1e-05	0.977533	1e-05	0.022417	1e-05	1e-05
2207	-5.73645682761386	38.273231452413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02136	KHV	EAS	female	HG02136	6	6	1e-05	1e-05	0.95467	1e-05	0.04528	1e-05	1e-05
2208	-5.02555645868068	38.2919130416761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02137	KHV	EAS	male	HG02137	6	6	1e-05	1e-05	0.977438	1e-05	0.022512	1e-05	1e-05
2209	-4.82136082598352	38.9933062509431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02138	KHV	EAS	male	HG02138	6	6	1e-05	1e-05	0.968505	1e-05	0.029824	0.00163	1e-05
2210	-5.68638828566954	39.7199758356315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02139	KHV	EAS	female	HG02139	6	6	1e-05	0.007774	0.965756	0.00558	0.02086	1e-05	1e-05
2211	-4.41406559104658	40.0717152913621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02140	KHV	EAS	female	HG02140	6	6	1e-05	0.005427	0.971275	1e-05	0.023258	1e-05	1e-05
2212	-4.49323213402617	38.8623711005222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02141	KHV	EAS	male	HG02141	6	6	1e-05	1e-05	0.979519	1e-05	0.019734	0.000706	1e-05
2213	-7.32341411049396	38.2175157635687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02142	KHV	EAS	female	HG02142	6	6	0.028487	0.008321	0.867343	0.005066	0.046182	0.044465	0.000135
2214	20.8446760859906	-22.4544703410429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02143	ACB	AFR	male	HG02143	7	4	0.039879	1e-05	0.005493	1e-05	0.002728	0.132593	0.819287
2215	15.2634058176994	-26.0872665115175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02144	ACB	AFR	female	HG02144	18	4	0.001291	0.005511	1e-05	1e-05	0.015138	0.048861	0.929179
2216	-18.1212987724868	-20.6763705067343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02146	PEL	AMR	male	HG02146	22	3	0.005937	0.930238	1e-05	1e-05	1e-05	0.063785	1e-05
2217	-18.6801896565861	-20.9071606995737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02147	PEL	AMR	female	HG02147	22	3	1e-05	0.972911	1e-05	1e-05	1e-05	0.027039	1e-05
2218	-19.0418168349662	-21.170286084788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02150	PEL	AMR	male	HG02150	22	3	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05	1e-05
2219	-2.66130772382808	43.1011746788127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02151	CDX	EAS	female	HG02151	6	6	1e-05	1e-05	0.986984	1e-05	0.012966	1e-05	1e-05
2220	-1.43311496985394	43.4368696553055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02152	CDX	EAS	female	HG02152	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2221	-1.87499715716387	43.5751359676461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02153	CDX	EAS	female	HG02153	6	6	1e-05	0.004226	0.985425	1e-05	0.010308	1e-05	1e-05
2222	-3.87915730395231	42.3415870511942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02154	CDX	EAS	female	HG02154	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2223	-2.7737087397799	40.474055780971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02155	CDX	EAS	female	HG02155	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2224	-2.80508228219989	42.638633250976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02156	CDX	EAS	female	HG02156	6	6	1e-05	1e-05	0.990092	1e-05	0.009858	1e-05	1e-05
2225	-4.6342733747345	42.941821994198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02164	CDX	EAS	female	HG02164	6	6	1e-05	0.00926	0.97966	1e-05	0.01104	1e-05	1e-05
2226	-4.380821409884	39.1412007949954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02165	CDX	EAS	female	HG02165	6	6	1e-05	1e-05	0.988435	1e-05	0.011515	1e-05	1e-05
2227	-3.26566536291268	42.2008218568115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02166	CDX	EAS	female	HG02166	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2228	-2.21041688380651	43.3559193487878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02178	CDX	EAS	female	HG02178	6	6	1e-05	1e-05	0.995906	1e-05	0.004044	1e-05	1e-05
2229	-3.61421143272504	40.1704194079211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02179	CDX	EAS	female	HG02179	6	6	1e-05	1e-05	0.991904	1e-05	0.008046	1e-05	1e-05
2230	-1.58066990791732	42.3177711046014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02180	CDX	EAS	female	HG02180	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2231	-1.63281104083661	42.8379242384648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02181	CDX	EAS	female	HG02181	6	6	1e-05	1.8e-05	0.996283	1e-05	0.003659	1e-05	1e-05
2232	-0.946819003194369	43.0960365827328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02182	CDX	EAS	female	HG02182	6	6	1e-05	0.000933	0.989303	1e-05	0.009724	1e-05	1e-05
2233	-3.64740022291686	42.5814991667786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02184	CDX	EAS	female	HG02184	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2234	-2.77670317229798	42.5136884258401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02185	CDX	EAS	female	HG02185	6	6	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
2235	-3.15682708014582	42.0099097836309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02186	CDX	EAS	female	HG02186	6	6	1e-05	1e-05	0.994088	1e-05	0.005862	1e-05	1e-05
2236	-2.30692331476619	42.1299974437775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02187	CDX	EAS	female	HG02187	6	6	1e-05	1e-05	0.994007	1e-05	0.005943	1e-05	1e-05
2237	-1.73626446263072	43.9818416122989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02188	CDX	EAS	female	HG02188	6	6	1e-05	1.7e-05	0.996609	1e-05	0.003333	1e-05	1e-05
2238	-2.97371666904589	43.8233151208818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02190	CDX	EAS	female	HG02190	6	6	1e-05	0.004279	0.995671	1e-05	1e-05	1e-05	1e-05
2239	0.85978381938459	12.2757121653057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02215	GBR	EUR	female	HG02215	1	9	0.259098	1e-05	1e-05	1e-05	0.014712	0.72615	1e-05
2240	6.46254934567075	-10.1209481262866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HG02219	IBS	EUR	male	HG02219	10	2	0.418219	1.3e-05	0.014592	1e-05	0.00958	0.556963	0.000622
